book_id,chap_num,para_num,para_str
202,1,10,"Children have their sorrows as well as men and women; and it would be well to remember this in our dealings with them. SLAVE - children _are_ children, and prove no exceptions to the general rule. The liability to be separated from my grandmother, seldom or never to see her again, haunted me. I dreaded the thought of going to live with that mysterious “old master,” whose name I never heard mentioned with affection, but always with fear. I look back to this as among the heaviest of my childhood’s sorrows. My grandmother! my grandmother! and the little hut, and the joyous circle under her care, but especially _she_, who made us sorry when she left us but for an hour, and glad on her return, -  - how could I leave her and the good old home?"
202,1,11,"But the sorrows of childhood, like the pleasures of after life, are transient. It is not even within the power of slavery to write _indelible_ sorrow, at a single dash, over the heart of a child."
202,1,12,"_The tear down childhood’s cheek that flows, Is like the dew - drop on the rose -  -  When next the summer breeze comes by, And waves the bush -  - the flower is dry_."
202,1,13,"There is, after all, but little difference in the measure of contentment felt by the slave - child neglected and the slaveholder’s{31 COMPARATIVE HAPPINESS} child cared for and petted. The spirit of the All Just mercifully holds the balance for the young."
202,1,14,"The slaveholder, having nothing to fear from impotent childhood, easily affords to refrain from cruel inflictions; and if cold and hunger do not pierce the tender frame, the first seven or eight years of the slave - boy’s life are about as full of sweet content as those of the most favored and petted _white_ children of the slaveholder. The slave - boy escapes many troubles which befall and vex his white brother. He seldom has to listen to lectures on propriety of behavior, or on anything else. He is never chided for handling his little knife and fork improperly or awkwardly, for he uses none. He is never reprimanded for soiling the table - cloth, for he takes his meals on the clay floor. He never has the misfortune, in his games or sports, of soiling or tearing his clothes, for he has almost none to soil or tear. He is never expected to act like a nice little gentleman, for he is only a rude little slave. Thus, freed from all restraint, the slave - boy can be, in his life and conduct, a genuine boy, doing whatever his boyish nature suggests; enacting, by turns, all the strange antics and freaks of horses, dogs, pigs, and barn - door fowls, without in any manner compromising his dignity, or incurring reproach of any sort. He literally runs wild; has no pretty little verses to learn in the nursery; no nice little speeches to make for aunts, uncles, or cousins, to show how smart he is; and, if he can only manage to keep out of the way of the heavy feet and fists of the older slave boys, he may trot on, in his joyous and roguish tricks, as happy as any little heathen under the palm trees of Africa. To be sure, he is occasionally reminded, when he stumbles in the path of his master -  - and this he early learns to avoid -  - that he is eating his _“white bread,”_ and that he will be made to _“see sights”_ by - and - by. The threat is soon forgotten; the shadow soon passes, and our sable boy continues to roll in the dust, or play in the mud, as bests suits him, and in the veriest freedom. If he feels uncomfortable, from mud or from dust, the coast is clear; he can plunge into{32} the river or the pond, without the ceremony of undressing, or the fear of wetting his clothes; his little tow - linen shirt -  - for that is all he has on -  - is easily dried; and it needed ablution as much as did his skin. His food is of the coarsest kind, consisting for the most part of cornmeal mush, which often finds it way from the wooden tray to his mouth in an oyster shell. His days, when the weather is warm, are spent in the pure, open air, and in the bright sunshine. He always sleeps in airy apartments; he seldom has to take powders, or to be paid to swallow pretty little sugar - coated pills, to cleanse his blood, or to quicken his appetite. He eats no candies; gets no lumps of loaf sugar; always relishes his food; cries but little, for nobody cares for his crying; learns to esteem his bruises but slight, because others so esteem them. In a word, he is, for the most part of the first eight years of his life, a spirited, joyous, uproarious, and happy boy, upon whom troubles fall only like water on a duck’s back. And such a boy, so far as I can now remember, was the boy whose life in slavery I am now narrating."
202,2,0,THE NAME “OLD MASTER” A TERROR -  - COLONEL LLOYD’S PLANTATION -  - WYE RIVER -  - WHENCE ITS NAME -  - POSITION OF THE LLOYDS -  - HOME ATTRACTION -  - MEET OFFERING -  - JOURNEY FROM TUCKAHOE TO WYE RIVER -  - SCENE ON REACHING OLD MASTER’S -  - DEPARTURE OF GRANDMOTHER -  - STRANGE MEETING OF SISTERS AND BROTHERS -  - REFUSAL TO BE COMFORTED -  - SWEET SLEEP.
202,2,1,"That mysterious individual referred to in the first chapter as an object of terror among the inhabitants of our little cabin, under the ominous title of “old master,” was really a man of some consequence. He owned several farms in Tuckahoe; was the chief clerk and butler on the home plantation of Col. Edward Lloyd; had overseers on his own farms; and gave directions to overseers on the farms belonging to Col. Lloyd. This plantation is situated on Wye river -  - the river receiving its name, doubtless, from Wales, where the Lloyds originated. They (the Lloyds) are an old and honored family in Maryland, exceedingly wealthy. The home plantation, where they have resided, perhaps for a century or more, is one of the largest, most fertile, and best appointed, in the state."
202,2,2,"About this plantation, and about that queer old master -  - who must be something more than a man, and something worse than an angel -  - the reader will easily imagine that I was not only curious, but eager, to know all that could be known. Unhappily for me, however, all the information I could get concerning him increased my great dread of being carried thither -  - of being{34} separated from and deprived of the protection of my grandmother and grandfather. It was, evidently, a great thing to go to Col. Lloyd’s; and I was not without a little curiosity to see the place; but no amount of coaxing could induce in me the wish to remain there. The fact is, such was my dread of leaving the little cabin, that I wished to remain little forever, for I knew the taller I grew the shorter my stay. The old cabin, with its rail floor and rail bedsteads upstairs, and its clay floor downstairs, and its dirt chimney, and windowless sides, and that most curious piece of workmanship dug in front of the fireplace, beneath which grandmammy placed the sweet potatoes to keep them from the frost, was MY HOME -  - the only home I ever had; and I loved it, and all connected with it. The old fences around it, and the stumps in the edge of the woods near it, and the squirrels that ran, skipped, and played upon them, were objects of interest and affection. There, too, right at the side of the hut, stood the old well, with its stately and skyward - pointing beam, so aptly placed between the limbs of what had once been a tree, and so nicely balanced that I could move it up and down with only one hand, and could get a drink myself without calling for help. Where else in the world could such a well be found, and where could such another home be met with? Nor were these all the attractions of the place. Down in a little valley, not far from grandmammy’s cabin, stood Mr. Lee’s mill, where the people came often in large numbers to get their corn ground. It was a watermill; and I never shall be able to tell the many things thought and felt, while I sat on the bank and watched that mill, and the turning of that ponderous wheel. The mill - pond, too, had its charms; and with my pinhook, and thread line, I could get _nibbles_, if I could catch no fish. But, in all my sports and plays, and in spite of them, there would, occasionally, come the painful foreboding that I was not long to remain there, and that I must soon be called away to the home of old master."
202,2,3,"I was A SLAVE -  - born a slave and though the fact was in{35 DEPARTURE FROM TUCKAHOE} comprehensible to me, it conveyed to my mind a sense of my entire dependence on the will of _somebody_ I had never seen; and, from some cause or other, I had been made to fear this somebody above all else on earth. Born for another’s benefit, as the _firstling_ of the cabin flock I was soon to be selected as a meet offering to the fearful and inexorable _demigod_, whose huge image on so many occasions haunted my childhood’s imagination. When the time of my departure was decided upon, my grandmother, knowing my fears, and in pity for them, kindly kept me ignorant of the dreaded event about to transpire. Up to the morning (a beautiful summer morning) when we were to start, and, indeed, during the whole journey -  - a journey which, child as I was, I remember as well as if it were yesterday -  - she kept the sad fact hidden from me. This reserve was necessary; for, could I have known all, I should have given grandmother some trouble in getting me started. As it was, I was helpless, and she -  - dear woman! -  - led me along by the hand, resisting, with the reserve and solemnity of a priestess, all my inquiring looks to the last."
202,2,4,"The distance from Tuckahoe to Wye river -  - where my old master lived -  - was full twelve miles, and the walk was quite a severe test of the endurance of my young legs. The journey would have proved too severe for me, but that my dear old grandmother -  - blessings on her memory! -  - afforded occasional relief by “toting” me (as Marylanders have it) on her shoulder. My grandmother, though advanced in years -  - as was evident from more than one gray hair, which peeped from between the ample and graceful folds of her newly - ironed bandana turban -  - was yet a woman of power and spirit. She was marvelously straight in figure, elastic, and muscular. I seemed hardly to be a burden to her. She would have “toted” me farther, but that I felt myself too much of a man to allow it, and insisted on walking. Releasing dear grandmamma from carrying me, did not make me altogether independent of her, when we happened to pass through portions of the somber woods which lay between Tuckahoe and{36} Wye river. She often found me increasing the energy of my grip, and holding her clothing, lest something should come out of the woods and eat me up. Several old logs and stumps imposed upon me, and got themselves taken for wild beasts. I could see their legs, eyes, and ears, or I could see something like eyes, legs, and ears, till I got close enough to them to see that the eyes were knots, washed white with rain, and the legs were broken limbs, and the ears, only ears owing to the point from which they were seen. Thus early I learned that the point from which a thing is viewed is of some importance."
202,2,5,"As the day advanced the heat increased; and it was not until the afternoon that we reached the much dreaded end of the journey. I found myself in the midst of a group of children of many colors; black, brown, copper colored, and nearly white. I had not seen so many children before. Great houses loomed up in different directions, and a great many men and women were at work in the fields. All this hurry, noise, and singing was very different from the stillness of Tuckahoe. As a new comer, I was an object of special interest; and, after laughing and yelling around me, and playing all sorts of wild tricks, they (the children) asked me to go out and play with them. This I refused to do, preferring to stay with grandmamma. I could not help feeling that our being there boded no good to me. Grandmamma looked sad. She was soon to lose another object of affection, as she had lost many before. I knew she was unhappy, and the shadow fell from her brow on me, though I knew not the cause."
202,2,6,"All suspense, however, must have an end; and the end of mine, in this instance, was at hand. Affectionately patting me on the head, and exhorting me to be a good boy, grandmamma told me to go and play with the little children. “They are kin to you,” said she; “go and play with them.” Among a number of cousins were Phil, Tom, Steve, and Jerry, Nance and Betty."
202,2,7,"Grandmother pointed out my brother PERRY, my sister SARAH, and my sister ELIZA, who stood in the group. I had never seen{37 BROTHERS AND SISTERS} my brother nor my sisters before; and, though I had sometimes heard of them, and felt a curious interest in them, I really did not understand what they were to me, or I to them. We were brothers and sisters, but what of that? Why should they be attached to me, or I to them? Brothers and sisters we were by blood; but _slavery_ had made us strangers. I heard the words brother and sisters, and knew they must mean something; but slavery had robbed these terms of their true meaning. The experience through which I was passing, they had passed through before. They had already been initiated into the mysteries of old master’s domicile, and they seemed to look upon me with a certain degree of compassion; but my heart clave to my grandmother. Think it not strange, dear reader, that so little sympathy of feeling existed between us. The conditions of brotherly and sisterly feeling were wanting -  - we had never nestled and played together. My poor mother, like many other slave - women, had many _children_, but NO FAMILY! The domestic hearth, with its holy lessons and precious endearments, is abolished in the case of a slave - mother and her children. “Little children, love one another,” are words seldom heard in a slave cabin."
202,2,8,"I really wanted to play with my brother and sisters, but they were strangers to me, and I was full of fear that grandmother might leave without taking me with her. Entreated to do so, however, and that, too, by my dear grandmother, I went to the back part of the house, to play with them and the other children. _Play_, however, I did not, but stood with my back against the wall, witnessing the playing of the others. At last, while standing there, one of the children, who had been in the kitchen, ran up to me, in a sort of roguish glee, exclaiming, “Fed, Fed! grandmammy gone! grandmammy gone!” I could not believe it; yet, fearing the worst, I ran into the kitchen, to see for myself, and found it even so. Grandmammy had indeed gone, and was now far away, “clean” out of sight. I need not tell all that happened now. Almost heart - broken at the discovery, I fell upon the ground, and{38} wept a boy’s bitter tears, refusing to be comforted. My brother and sisters came around me, and said, “Don’t cry,” and gave me peaches and pears, but I flung them away, and refused all their kindly advances. I had never been deceived before; and I felt not only grieved at parting -  - as I supposed forever -  - with my grandmother, but indignant that a trick had been played upon me in a matter so serious."
202,2,9,"It was now late in the afternoon. The day had been an exciting and wearisome one, and I knew not how or where, but I suppose I sobbed myself to sleep. There is a healing in the angel wing of sleep, even for the slave - boy; and its balm was never more welcome to any wounded soul than it was to mine, the first night I spent at the domicile of old master. The reader may be surprised that I narrate so minutely an incident apparently so trivial, and which must have occurred when I was not more than seven years old; but as I wish to give a faithful history of my experience in slavery, I cannot withhold a circumstance which, at the time, affected me so deeply. Besides, this was, in fact, my first introduction to the realities of slavery."
202,3,0,MY FATHER SHROUDED IN MYSTERY -  - MY MOTHER -  - HER PERSONAL APPEARANCE -  - INTERFERENCE OF SLAVERY WITH THE NATURAL AFFECTIONS OF MOTHER AND CHILDREN -  - SITUATION OF MY MOTHER -  - HER NIGHTLY VISITS TO HER BOY -  - STRIKING INCIDENT -  - HER DEATH -  - HER PLACE OF BURIAL.
202,3,1,"If the reader will now be kind enough to allow me time to grow bigger, and afford me an opportunity for my experience to become greater, I will tell him something, by - and - by, of slave life, as I saw, felt, and heard it, on Col. Edward Lloyd’s plantation, and at the house of old master, where I had now, despite of myself, most suddenly, but not unexpectedly, been dropped. Meanwhile, I will redeem my promise to say something more of my dear mother."
202,3,2,"I say nothing of _father_, for he is shrouded in a mystery I have never been able to penetrate. Slavery does away with fathers, as it does away with families. Slavery has no use for either fathers or families, and its laws do not recognize their existence in the social arrangements of the plantation. When they _do_ exist, they are not the outgrowths of slavery, but are antagonistic to that system. The order of civilization is reversed here. The name of the child is not expected to be that of its father, and his condition does not necessarily affect that of the child. He may be the slave of Mr. Tilgman; and his child, when born, may be the slave of Mr. Gross. He may be a _freeman;_ and yet his child may be a _chattel_. He may be white, glorying in the purity of his Anglo - Saxon{40} blood; and his child may be ranked with the blackest slaves. Indeed, he _may_ be, and often _is_, master and father to the same child. He can be father without being a husband, and may sell his child without incurring reproach, if the child be by a woman in whose veins courses one thirty - second part of African blood. My father was a white man, or nearly white. It was sometimes whispered that my master was my father."
202,3,3,"But to return, or rather, to begin. My knowledge of my mother is very scanty, but very distinct. Her personal appearance and bearing are ineffaceably stamped upon my memory. She was tall, and finely proportioned; of deep black, glossy complexion; had regular features, and, among the other slaves, was remarkably sedate in her manners. There is in _Prichard’s Natural History of Man_, the head of a figure -  - on page 157 -  - the features of which so resemble those of my mother, that I often recur to it with something of the feeling which I suppose others experience when looking upon the pictures of dear departed ones."
202,3,4,"Yet I cannot say that I was very deeply attached to my mother; certainly not so deeply as I should have been had our relations in childhood been different. We were separated, according to the common custom, when I was but an infant, and, of course, before I knew my mother from any one else."
202,3,5,"The germs of affection with which the Almighty, in his wisdom and mercy, arms the hopeless infant against the ills and vicissitudes of his lot, had been directed in their growth toward that loving old grandmother, whose gentle hand and kind deportment it was in the first effort of my infantile understanding to comprehend and appreciate. Accordingly, the tenderest affection which a beneficent Father allows, as a partial compensation to the mother for the pains and lacerations of her heart, incident to the maternal relation, was, in my case, diverted from its true and natural object, by the envious, greedy, and treacherous hand of slavery. The slave - mother can be spared long enough from{41 MY MOTHER} the field to endure all the bitterness of a mother’s anguish, when it adds another name to a master’s ledger, but _not_ long enough to receive the joyous reward afforded by the intelligent smiles of her child. I never think of this terrible interference of slavery with my infantile affections, and its diverting them from their natural course, without feelings to which I can give no adequate expression."
202,3,6,"I do not remember to have seen my mother at my grandmother’s at any time. I remember her only in her visits to me at Col. Lloyd’s plantation, and in the kitchen of my old master. Her visits to me there were few in number, brief in duration, and mostly made in the night. The pains she took, and the toil she endured, to see me, tells me that a true mother’s heart was hers, and that slavery had difficulty in paralyzing it with unmotherly indifference."
202,3,7,"My mother was hired out to a Mr. Stewart, who lived about twelve miles from old master’s, and, being a field hand, she seldom had leisure, by day, for the performance of the journey. The nights and the distance were both obstacles to her visits. She was obliged to walk, unless chance flung into her way an opportunity to ride; and the latter was sometimes her good luck. But she always had to walk one way or the other. It was a greater luxury than slavery could afford, to allow a black slave - mother a horse or a mule, upon which to travel twenty - four miles, when she could walk the distance. Besides, it is deemed a foolish whim for a slave - mother to manifest concern to see her children, and, in one point of view, the case is made out -  - she can do nothing for them. She has no control over them; the master is even more than the mother, in all matters touching the fate of her child. Why, then, should she give herself any concern? She has no responsibility. Such is the reasoning, and such the practice. The iron rule of the plantation, always passionately and violently enforced in that neighborhood, makes flogging the penalty of{42} failing to be in the field before sunrise in the morning, unless special permission be given to the absenting slave. “I went to see my child,” is no excuse to the ear or heart of the overseer."
202,3,8,"One of the visits of my mother to me, while at Col. Lloyd’s, I remember very vividly, as affording a bright gleam of a mother’s love, and the earnestness of a mother’s care."
202,3,9,"“I had on that day offended “Aunt Katy,” (called “Aunt” by way of respect,) the cook of old master’s establishment. I do not now remember the nature of my offense in this instance, for my offenses were numerous in that quarter, greatly depending, however, upon the mood of Aunt Katy, as to their heinousness; but she had adopted, that day, her favorite mode of punishing me, namely, making me go without food all day -  - that is, from after breakfast. The first hour or two after dinner, I succeeded pretty well in keeping up my spirits; but though I made an excellent stand against the foe, and fought bravely during the afternoon, I knew I must be conquered at last, unless I got the accustomed reenforcement of a slice of corn bread, at sundown. Sundown came, but _no bread_, and, in its stead, their came the threat, with a scowl well suited to its terrible import, that she “meant to _starve the life out of me!”_ Brandishing her knife, she chopped off the heavy slices for the other children, and put the loaf away, muttering, all the while, her savage designs upon myself. Against this disappointment, for I was expecting that her heart would relent at last, I made an extra effort to maintain my dignity; but when I saw all the other children around me with merry and satisfied faces, I could stand it no longer. I went out behind the house, and cried like a fine fellow! When tired of this, I returned to the kitchen, sat by the fire, and brooded over my hard lot. I was too hungry to sleep. While I sat in the corner, I caught sight of an ear of Indian corn on an upper shelf of the kitchen. I watched my chance, and got it, and, shelling off a few grains, I put it back again. The grains in my hand, I quickly put in some ashes, and covered them with embers, to roast them. All this I{43} did at the risk of getting a brutual thumping, for Aunt Katy could beat, as well as starve me. My corn was not long in roasting, and, with my keen appetite, it did not matter even if the grains were not exactly done. I eagerly pulled them out, and placed them on my stool, in a clever little pile. Just as I began to help myself to my very dry meal, in came my dear mother. And now, dear reader, a scene occurred which was altogether worth beholding, and to me it was instructive as well as interesting. The friendless and hungry boy, in his extremest need -  - and when he did not dare to look for succor -  - found himself in the strong, protecting arms of a mother; a mother who was, at the moment (being endowed with high powers of manner as well as matter) more than a match for all his enemies. I shall never forget the indescribable expression of her countenance, when I told her that I had had no food since morning; and that Aunt Katy said she “meant to starve the life out of me.” There was pity in her glance at me, and a fiery indignation at Aunt Katy at the same time; and, while she took the corn from me, and gave me a large ginger cake, in its stead, she read Aunt Katy a lecture which she never forgot. My mother threatened her with complaining to old master in my behalf; for the latter, though harsh and cruel himself, at times, did not sanction the meanness, injustice, partiality and oppressions enacted by Aunt Katy in the kitchen. That night I learned the fact, that I was, not only a child, but _somebody’s_ child. The “sweet cake” my mother gave me was in the shape of a heart, with a rich, dark ring glazed upon the edge of it. I was victorious, and well off for the moment; prouder, on my mother’s knee, than a king upon his throne. But my triumph was short. I dropped off to sleep, and waked in the morning only to find my mother gone, and myself left at the mercy of the sable virago, dominant in my old master’s kitchen, whose fiery wrath was my constant dread."
202,3,10,"I do not remember to have seen my mother after this occurrence. Death soon ended the little communication that had{44} existed between us; and with it, I believe, a life judging from her weary, sad, down - cast countenance and mute demeanor -  - full of heartfelt sorrow. I was not allowed to visit her during any part of her long illness; nor did I see her for a long time before she was taken ill and died. The heartless and ghastly form of _slavery_ rises between mother and child, even at the bed of death. The mother, at the verge of the grave, may not gather her children, to impart to them her holy admonitions, and invoke for them her dying benediction. The bond - woman lives as a slave, and is left to die as a beast; often with fewer attentions than are paid to a favorite horse. Scenes of sacred tenderness, around the death - bed, never forgotten, and which often arrest the vicious and confirm the virtuous during life, must be looked for among the free, though they sometimes occur among the slaves. It has been a life - long, standing grief to me, that I knew so little of my mother; and that I was so early separated from her. The counsels of her love must have been beneficial to me. The side view of her face is imaged on my memory, and I take few steps in life, without feeling her presence; but the image is mute, and I have no striking words of her’s treasured up."
202,3,11,"I learned, after my mother’s death, that she could read, and that she was the _only_ one of all the slaves and colored people in Tuckahoe who enjoyed that advantage. How she acquired this knowledge, I know not, for Tuckahoe is the last place in the world where she would be apt to find facilities for learning. I can, therefore, fondly and proudly ascribe to her an earnest love of knowledge. That a “field hand” should learn to read, in any slave state, is remarkable; but the achievement of my mother, considering the place, was very extraordinary; and, in view of that fact, I am quite willing, and even happy, to attribute any love of letters I possess, and for which I have got -  - despite of prejudices only too much credit, _not_ to my admitted Anglo - Saxon paternity, but to the native genius of my sable, unprotected, and uncultivated _mother_ -  - a woman, who belonged to a race{45 PENALTY FOR HAVING A WHITE FATHER} whose mental endowments it is, at present, fashionable to hold in disparagement and contempt."
202,3,12,"Summoned away to her account, with the impassable gulf of slavery between us during her entire illness, my mother died without leaving me a single intimation of _who_ my father was. There was a whisper, that my master was my father; yet it was only a whisper, and I cannot say that I ever gave it credence. Indeed, I now have reason to think he was not; nevertheless, the fact remains, in all its glaring odiousness, that, by the laws of slavery, children, in all cases, are reduced to the condition of their mothers. This arrangement admits of the greatest license to brutal slaveholders, and their profligate sons, brothers, relations and friends, and gives to the pleasure of sin, the additional attraction of profit. A whole volume might be written on this single feature of slavery, as I have observed it."
202,3,13,"One might imagine, that the children of such connections, would fare better, in the hands of their masters, than other slaves. The rule is quite the other way; and a very little reflection will satisfy the reader that such is the case. A man who will enslave his own blood, may not be safely relied on for magnanimity. Men do not love those who remind them of their sins unless they have a mind to repent -  - and the mulatto child’s face is a standing accusation against him who is master and father to the child. What is still worse, perhaps, such a child is a constant offense to the wife. She hates its very presence, and when a slaveholding woman hates, she wants not means to give that hate telling effect. Women -  - white women, I mean -  - are IDOLS at the south, not WIVES, for the slave women are preferred in many instances; and if these _idols_ but nod, or lift a finger, woe to the poor victim: kicks, cuffs and stripes are sure to follow. Masters are frequently compelled to sell this class of their slaves, out of deference to the feelings of their white wives; and shocking and scandalous as it may seem for a man to sell his own blood to the traffickers in human flesh, it is often an act of humanity{46} toward the slave - child to be thus removed from his merciless tormentors."
202,3,14,"It is not within the scope of the design of my simple story, to comment upon every phase of slavery not within my experience as a slave."
